#スプレッドシートで計算
#tone:5001 start:500nm end:3950nm delta_n:0.5
#thickness,hex_color_code
1431.5,3DDFF7
1432.19,3EDFF7
1432.88,3FDFF7
1433.57,40E0F6
1434.26,41E0F6
1434.95,42E0F6
1435.64,43E0F6
1436.33,44E1F6
1437.02,45E1F6
1437.71,45E1F5
1438.4,46E1F5
1439.09,47E2F5
1439.78,48E2F5
1440.47,49E2F5
1441.16,4AE2F5
1441.85,4BE3F4
1442.54,4BE3F4
1443.23,4CE3F4
1443.92,4DE3F4
1444.61,4EE3F4
1445.3,4FE4F3
1445.99,4FE4F3
1446.68,50E4F3
1447.37,51E4F3
1448.06,52E5F3
1448.75,52E5F2
1449.44,53E5F2
1450.13,54E5F2
1450.82,55E6F2
1451.51,55E6F2
1452.2,56E6F1
1452.89,57E6F1
1453.58,58E6F1
1454.27,58E7F1
1454.96,59E7F1
1455.65,5AE7F0
1456.34,5BE7F0
1457.03,5BE8F0
1457.72,5CE8F0
1458.41,5DE8F0
1459.1,5DE8EF
1459.79,5EE8EF
1460.48,5FE9EF
1461.17,5FE9EF
1461.86,60E9EE
1462.55,61E9EE
1463.24,61E9EE
1463.93,62EAEE
1464.62,63EAEE
1465.31,63EAED
1466,64EAED
1466.69,65EAED
1467.38,65EBED
1468.07,66EBEC
1468.76,67EBEC
1469.45,67EBEC
1470.14,68ECEC
1470.83,69ECEB
1471.52,69ECEB
1472.21,6AECEB
1472.9,6BECEB
1473.59,6BECEA
1474.28,6CEDEA
1474.97,6CEDEA
1475.66,6DEDEA
1476.35,6EEDE9
1477.04,6EEDE9
1477.73,6FEEE9
1478.42,6FEEE9
1479.11,70EEE8
1479.8,71EEE8
1480.49,71EEE8
1481.18,72EFE8
1481.87,72EFE7
1482.56,73EFE7
1483.25,74EFE7
1483.94,74EFE7
1484.63,75F0E6
1485.32,75F0E6
1486.01,76F0E6
1486.7,77F0E6
1487.39,77F0E5
1488.08,78F0E5
1488.77,78F1E5
1489.46,79F1E5
1490.15,79F1E4
1490.84,7AF1E4
1491.53,7BF1E4
1492.22,7BF1E3
1492.91,7CF2E3
1493.6,7CF2E3
1494.29,7DF2E3
1494.98,7DF2E2
1495.67,7EF2E2
1496.36,7EF2E2
1497.05,7FF3E1
1497.74,80F3E1
1498.43,80F3E1
1499.12,81F3E1
1499.81,81F3E0
1500.5,82F3E0
1501.19,82F4E0
1501.88,83F4DF
1502.57,83F4DF
1503.26,84F4DF
1503.95,84F4DF
1504.64,85F4DE
1505.33,85F5DE
1506.02,86F5DE
1506.71,87F5DD
1507.4,87F5DD
1508.09,88F5DD
1508.78,88F5DC
1509.47,89F5DC
1510.16,89F6DC
1510.85,8AF6DB
1511.54,8AF6DB
1512.23,8BF6DB
1512.92,8BF6DB
1513.61,8CF6DA
1514.3,8CF6DA
1514.99,8DF7DA
1515.68,8DF7D9
1516.37,8EF7D9
1517.06,8EF7D9
1517.75,8FF7D8
1518.44,8FF7D8
1519.13,90F7D8
1519.82,90F8D7
1520.51,91F8D7
1521.2,91F8D7
1521.89,92F8D6
1522.58,92F8D6
1523.27,93F8D6
1523.96,93F8D5
1524.65,94F8D5
1525.34,94F9D5
1526.03,95F9D4
1526.72,95F9D4
1527.41,96F9D4
1528.1,96F9D3
1528.79,97F9D3
1529.48,97F9D3
1530.17,98F9D2
1530.86,98FAD2
1531.55,99FAD2
1532.24,99FAD1
1532.93,9AFAD1
1533.62,9AFAD1
1534.31,9BFAD0
1535,9BFAD0
1535.69,9BFAD0
1536.38,9CFACF
1537.07,9CFBCF
1537.76,9DFBCE
1538.45,9DFBCE
1539.14,9EFBCE
1539.83,9EFBCD
1540.52,9FFBCD
1541.21,9FFBCD
1541.9,A0FBCC
1542.59,A0FBCC
1543.28,A1FCCC
1543.97,A1FCCB
1544.66,A2FCCB
1545.35,A2FCCA
1546.04,A2FCCA
1546.73,A3FCCA
1547.42,A3FCC9
1548.11,A4FCC9
1548.8,A4FCC9
1549.49,A5FCC8
1550.18,A5FDC8
1550.87,A6FDC7
1551.56,A6FDC7
1552.25,A6FDC7
1552.94,A7FDC6
1553.63,A7FDC6
1554.32,A8FDC6
1555.01,A8FDC5
1555.7,A9FDC5
1556.39,A9FDC4
1557.08,AAFDC4
1557.77,AAFDC4
1558.46,AAFEC3
1559.15,ABFEC3
1559.84,ABFEC2
1560.53,ACFEC2
1561.22,ACFEC2
1561.91,ADFEC1
1562.6,ADFEC1
1563.29,ADFEC0
1563.98,AEFEC0
1564.67,AEFEC0
1565.36,AFFEBF
1566.05,AFFEBF
1566.74,B0FEBE
1567.43,B0FFBE
1568.12,B0FFBE
1568.81,B1FFBD
1569.5,B1FFBD
1570.19,B2FFBC
1570.88,B2FFBC
1571.57,B3FFBC
1572.26,B3FFBB
1572.95,B3FFBB
1573.64,B4FFBA
1574.33,B4FFBA
1575.02,B5FFB9
1575.71,B5FFB9
1576.4,B5FFB9
1577.09,B6FFB8
1577.78,B6FFB8
1578.47,B7FFB7
1579.16,B7FFB7
1579.85,B7FFB7
1580.54,B8FFB6
1581.23,B8FFB6
1581.92,B9FFB5
1582.61,B9FFB5
1583.3,B9FFB4
1583.99,BAFFB4
1584.68,BAFFB4
1585.37,BBFFB3
1586.06,BBFFB3
1586.75,BBFFB2
1587.44,BCFFB2
1588.13,BCFFB1
1588.82,BDFFB1
1589.51,BDFFB0
1590.2,BDFFB0
1590.89,BEFFB0
1591.58,BEFFAF
1592.27,BFFFAF
1592.96,BFFFAE
1593.65,BFFFAE
1594.34,C0FFAD
1595.03,C0FFAD
1595.72,C1FFAC
1596.41,C1FFAC
1597.1,C1FFAB
1597.79,C2FFAB
1598.48,C2FFAB
1599.17,C2FFAA
1599.86,C3FFAA
1600.55,C3FFA9
1601.24,C4FFA9
1601.93,C4FFA8
1602.62,C4FFA8
1603.31,C5FFA7
1604,C5FFA7
1604.69,C5FFA6
1605.38,C6FFA6
1606.07,C6FFA5
1606.76,C7FFA5
1607.45,C7FFA4
1608.14,C7FFA4
1608.83,C8FFA4
1609.52,C8FFA3
1610.21,C8FFA3
1610.9,C9FFA2
1611.59,C9FFA2
1612.28,CAFFA1
1612.97,CAFFA1
1613.66,CAFFA0
1614.35,CBFFA0
1615.04,CBFF9F
1615.73,CBFF9F
1616.42,CCFF9E
1617.11,CCFF9E
1617.8,CCFF9D
1618.49,CDFF9D
1619.18,CDFF9C
1619.87,CDFF9C
1620.56,CEFF9B
1621.25,CEFF9B
1621.94,CFFF9A
1622.63,CFFF9A
1623.32,CFFF99
1624.01,D0FF99
1624.7,D0FF98
1625.39,D0FF98
1626.08,D1FF97
1626.77,D1FF97
1627.46,D1FF96
1628.15,D2FF96
1628.84,D2FF95
1629.53,D2FF95
1630.22,D3FF94
1630.91,D3FF94
1631.6,D3FF93
1632.29,D4FF93
1632.98,D4FF92
1633.67,D4FF92
1634.36,D5FF91
1635.05,D5FF91
1635.74,D5FF90
1636.43,D6FF90
1637.12,D6FF8F
1637.81,D6FF8E
1638.5,D7FF8E
1639.19,D7FF8D
1639.88,D7FF8D
1640.57,D8FF8C
1641.26,D8FF8C
1641.95,D8FF8B
1642.64,D9FF8B
1643.33,D9FF8A
1644.02,D9FF8A
1644.71,DAFF89
1645.4,DAFF89
1646.09,DAFF88
1646.78,DBFF88
1647.47,DBFF87
1648.16,DBFF86
1648.85,DCFF86
1649.54,DCFF85
1650.23,DCFF85
1650.92,DDFF84
1651.61,DDFF84
1652.3,DDFF83
1652.99,DDFF83
1653.68,DEFF82
1654.37,DEFF81
1655.06,DEFF81
1655.75,DFFF80
1656.44,DFFF80
1657.13,DFFF7F
1657.82,E0FF7F
1658.51,E0FF7E
1659.2,E0FF7E
1659.89,E1FF7D
1660.58,E1FF7C
1661.27,E1FF7C
1661.96,E1FF7B
1662.65,E2FF7B
1663.34,E2FF7A
1664.03,E2FF7A
1664.72,E3FF79
1665.41,E3FF78
1666.1,E3FF78
1666.79,E4FF77
1667.48,E4FE77
1668.17,E4FE76
1668.86,E4FE76
1669.55,E5FE75
1670.24,E5FE74
1670.93,E5FE74
1671.62,E6FE73
1672.31,E6FE73
1673,E6FE72
1673.69,E6FE71
1674.38,E7FE71
1675.07,E7FE70
1675.76,E7FE70
1676.45,E8FE6F
1677.14,E8FD6E
1677.83,E8FD6E
1678.52,E8FD6D
1679.21,E9FD6D
1679.9,E9FD6C
1680.59,E9FD6B
1681.28,EAFD6B
1681.97,EAFD6A
1682.66,EAFD6A
1683.35,EAFD69
1684.04,EBFD68
1684.73,EBFC68
1685.42,EBFC67
1686.11,EBFC67
1686.8,ECFC66
1687.49,ECFC65
1688.18,ECFC65
1688.87,EDFC64
1689.56,EDFC63
1690.25,EDFC63
1690.94,EDFC62
1691.63,EEFB61
1692.32,EEFB61
1693.01,EEFB60
1693.7,EEFB60
1694.39,EFFB5F
1695.08,EFFB5E
1695.77,EFFB5E
1696.46,EFFB5D
1697.15,F0FB5C
1697.84,F0FB5C
1698.53,F0FA5B
1699.22,F0FA5A
1699.91,F1FA5A
1700.6,F1FA59
1701.29,F1FA58
1701.98,F1FA58
1702.67,F2FA57
1703.36,F2FA56
1704.05,F2FA56
1704.74,F2F955
1705.43,F3F954
1706.12,F3F954
1706.81,F3F953
1707.5,F3F952
1708.19,F4F952
1708.88,F4F951
1709.57,F4F950
1710.26,F4F850
1710.95,F5F84F
1711.64,F5F84E
1712.33,F5F84E
1713.02,F5F84D
1713.71,F6F84C
1714.4,F6F84C
1715.09,F6F74B
1715.78,F6F74A
1716.47,F7F749
1717.16,F7F749
1717.85,F7F748
1718.54,F7F747
1719.23,F8F747
1719.92,F8F746
1720.61,F8F645
1721.3,F8F644
1721.99,F8F644
1722.68,F9F643
1723.37,F9F642
1724.06,F9F641
1724.75,F9F641
1725.44,FAF540
1726.13,FAF53F
1726.82,FAF53E
1727.51,FAF53E
1728.2,FAF53D
1728.89,FBF53C
1729.58,FBF43B
1730.27,FBF43B
1730.96,FBF43A
1731.65,FCF439
1732.34,FCF438
1733.03,FCF438
1733.72,FCF437
1734.41,FCF336
1735.1,FDF335
1735.79,FDF334
1736.48,FDF333
1737.17,FDF333
1737.86,FDF332
1738.55,FEF231
1739.24,FEF230
1739.93,FEF22F
1740.62,FEF22E
1741.31,FEF22E
1742,FFF22D
1742.69,FFF12C
1743.38,FFF12B
1744.07,FFF12A
1744.76,FFF129
1745.45,FFF128
1746.14,FFF127
1746.83,FFF026
1747.52,FFF025
1748.21,FFF024
1748.9,FFF023
1749.59,FFF022
1750.28,FFEF21
1750.97,FFEF20
1751.66,FFEF1F
1752.35,FFEF1E
1753.04,FFEF1D
1753.73,FFEF1C
1754.42,FFEE1B
1755.11,FFEE1A
1755.8,FFEE19
1756.49,FFEE17
1757.18,FFEE16
1757.87,FFED15
1758.56,FFED14
1759.25,FFED12
1759.94,FFED11
1760.63,FFED0F
1761.32,FFEC0D
1762.01,FFEC0C
1762.7,FFEC0A
1763.39,FFEC08
1764.08,FFEC06
1764.77,FFEB04
1765.46,FFEB02
1766.15,FFEB00
1766.84,FFEB00
1767.53,FFEB00
1768.22,FFEA00
1768.91,FFEA00
1769.6,FFEA00
1770.29,FFEA00
1770.98,FFEA00
1771.67,FFE900
1772.36,FFE900
1773.05,FFE900
1773.74,FFE900
1774.43,FFE900
1775.12,FFE800
1775.81,FFE800
1776.5,FFE800
1777.19,FFE800
1777.88,FFE700
1778.57,FFE700
1779.26,FFE700
1779.95,FFE700
1780.64,FFE700
1781.33,FFE600
1782.02,FFE600
1782.71,FFE600
1783.4,FFE600
1784.09,FFE500
1784.78,FFE500
1785.47,FFE500
1786.16,FFE500
1786.85,FFE500
1787.54,FFE400
1788.23,FFE400
1788.92,FFE400
1789.61,FFE400
1790.3,FFE300
1790.99,FFE300
1791.68,FFE300
1792.37,FFE300
1793.06,FFE200
1793.75,FFE200
1794.44,FFE200
1795.13,FFE200
1795.82,FFE200
1796.51,FFE100
1797.2,FFE100
1797.89,FFE100
1798.58,FFE100
1799.27,FFE000
1799.96,FFE000
1800.65,FFE000
1801.34,FFE000
1802.03,FFDF00
1802.72,FFDF00
1803.41,FFDF00
1804.1,FFDF00
1804.79,FFDE00
1805.48,FFDE00
1806.17,FFDE00
1806.86,FFDE00
1807.55,FFDD00
1808.24,FFDD00
1808.93,FFDD00
1809.62,FFDD00
1810.31,FFDC00
1811,FFDC00
1811.69,FFDC00
1812.38,FFDC00
1813.07,FFDB00
1813.76,FFDB00
1814.45,FFDB00
1815.14,FFDA00
1815.83,FFDA00
1816.52,FFDA00
1817.21,FFDA00
1817.9,FFD900
1818.59,FFD900
1819.28,FFD900
1819.97,FFD900
1820.66,FFD800
1821.35,FFD800
1822.04,FFD800
1822.73,FFD800
1823.42,FFD700
1824.11,FFD700
1824.8,FFD700
1825.49,FFD600
1826.18,FFD600
1826.87,FFD600
1827.56,FFD600
1828.25,FFD500
1828.94,FFD500
1829.63,FFD500
1830.32,FFD400
1831.01,FFD400
1831.7,FFD400
1832.39,FFD401
1833.08,FFD303
1833.77,FFD305
1834.46,FFD307
1835.15,FFD209
1835.84,FFD20B
1836.53,FFD20D
1837.22,FFD20E
1837.91,FFD110
1838.6,FFD111
1839.29,FFD113
1839.98,FFD014
1840.67,FFD016
1841.36,FFD017
1842.05,FFCF18
1842.74,FFCF19
1843.43,FFCF1A
1844.12,FFCF1C
1844.81,FFCE1D
1845.5,FFCE1E
1846.19,FFCE1F
1846.88,FFCD20
1847.57,FFCD21
1848.26,FFCD22
1848.95,FFCC23
1849.64,FFCC24
1850.33,FFCC25
1851.02,FFCC26
1851.71,FFCB27
1852.4,FFCB28
1853.09,FFCB29
1853.78,FFCA29
1854.47,FFCA2A
1855.16,FFCA2B
1855.85,FFC92C
1856.54,FFC92D
1857.23,FFC92E
1857.92,FFC82F
1858.61,FFC830
1859.3,FFC830
1859.99,FFC731
1860.68,FFC732
1861.37,FFC733
1862.06,FFC634
1862.75,FFC635
1863.44,FFC635
1864.13,FFC636
1864.82,FFC537
1865.51,FFC538
1866.2,FFC538
1866.89,FFC439
1867.58,FFC43A
1868.27,FFC43B
1868.96,FFC33C
1869.65,FFC33C
1870.34,FFC33D
1871.03,FFC23E
1871.72,FFC23F
1872.41,FFC23F
1873.1,FFC140
1873.79,FFC141
1874.48,FFC142
1875.17,FFC042
1875.86,FFC043
1876.55,FFC044
1877.24,FFBF44
1877.93,FFBF45
1878.62,FFBF46
1879.31,FFBE47
1880,FFBE47
1880.69,FFBD48
1881.38,FFBD49
1882.07,FFBD49
1882.76,FFBC4A
1883.45,FFBC4B
1884.14,FFBC4C
1884.83,FFBB4C
1885.52,FFBB4D
1886.21,FFBB4E
1886.9,FFBA4E
1887.59,FFBA4F
1888.28,FFBA50
1888.97,FFB950
1889.66,FFB951
1890.35,FFB952
1891.04,FFB852
1891.73,FFB853
1892.42,FFB854
1893.11,FFB754
1893.8,FFB755
1894.49,FFB656
1895.18,FFB656
1895.87,FFB657
1896.56,FFB558
1897.25,FFB558
1897.94,FFB559
1898.63,FFB459
1899.32,FFB45A
1900.01,FFB45B
1900.7,FFB35B
1901.39,FFB35C
1902.08,FFB25D
1902.77,FFB25D
1903.46,FFB25E
1904.15,FFB15F
1904.84,FFB15F
1905.53,FFB160
1906.22,FFB060
1906.91,FFB061
1907.6,FFAF62
1908.29,FFAF62
1908.98,FFAF63
1909.67,FFAE64
1910.36,FFAE64
1911.05,FFAE65
1911.74,FFAD65
1912.43,FFAD66
1913.12,FFAC67
1913.81,FFAC67
1914.5,FFAC68
1915.19,FFAB68
1915.88,FFAB69
1916.57,FFAA6A
1917.26,FFAA6A
1917.95,FFAA6B
1918.64,FFA96B
1919.33,FFA96C
1920.02,FFA96D
1920.71,FFA86D
1921.4,FFA86E
1922.09,FFA76E
1922.78,FFA76F
1923.47,FFA770
1924.16,FFA670
1924.85,FFA671
1925.54,FFA571
1926.23,FFA572
1926.92,FFA572
1927.61,FFA473
1928.3,FFA474
1928.99,FFA374
1929.68,FFA375
1930.37,FFA375
1931.06,FFA276
1931.75,FFA276
1932.44,FFA177
1933.13,FFA178
1933.82,FFA178
1934.51,FFA079
1935.2,FFA079
1935.89,FF9F7A
1936.58,FF9F7A
1937.27,FF9F7B
1937.96,FF9E7C
1938.65,FF9E7C
1939.34,FF9D7D
1940.03,FF9D7D
1940.72,FF9C7E
1941.41,FF9C7E
1942.1,FF9C7F
1942.79,FF9B7F
1943.48,FF9B80
1944.17,FF9A80
1944.86,FF9A81
1945.55,FF9A82
1946.24,FF9982
1946.93,FF9983
1947.62,FF9883
1948.31,FF9884
1949,FF9784
1949.69,FF9785
1950.38,FF9785
1951.07,FF9686
1951.76,FF9686
1952.45,FF9587
1953.14,FF9587
1953.83,FF9488
1954.52,FF9489
1955.21,FF9489
1955.9,FF938A
1956.59,FF938A
1957.28,FF928B
1957.97,FF928B
1958.66,FF918C
1959.35,FF918C
1960.04,FF918D
1960.73,FF908D
1961.42,FF908E
1962.11,FF8F8E
1962.8,FF8F8F
1963.49,FF8E8F
1964.18,FF8E90
1964.87,FF8E90
1965.56,FF8D91
1966.25,FF8D91
1966.94,FF8C92
1967.63,FF8C92
1968.32,FF8B93
1969.01,FF8B93
1969.7,FF8A94
1970.39,FF8A94
1971.08,FF8A95
1971.77,FF8995
1972.46,FF8996
1973.15,FF8896
1973.84,FF8897
1974.53,FF8797
1975.22,FF8798
1975.91,FF8698
1976.6,FF8699
1977.29,FF8599
1977.98,FF859A
1978.67,FF859A
1979.36,FF849B
1980.05,FF849B
1980.74,FF839C
1981.43,FF839C
1982.12,FF829D
1982.81,FF829D
1983.5,FF819D
1984.19,FF819E
1984.88,FF809E
1985.57,FF809F
1986.26,FF7F9F
1986.95,FF7FA0
1987.64,FF7FA0
1988.33,FF7EA1
1989.02,FF7EA1
1989.71,FF7DA2
1990.4,FF7DA2
1991.09,FF7CA3
1991.78,FF7CA3
1992.47,FF7BA4
1993.16,FF7BA4
1993.85,FF7AA4
1994.54,FF7AA5
1995.23,FF79A5
1995.92,FF79A6
1996.61,FF78A6
1997.3,FF78A7
1997.99,FF77A7
1998.68,FF77A8
1999.37,FF77A8
2000.06,FF76A9
2000.75,FF76A9
2001.44,FF75A9
2002.13,FF75AA
2002.82,FF74AA
2003.51,FF74AB
2004.2,FF73AB
2004.89,FF73AC
2005.58,FF72AC
2006.27,FF72AC
2006.96,FF71AD
2007.65,FF71AD
2008.34,FF70AE
2009.03,FF70AE
2009.72,FF6FAF
2010.41,FF6FAF
2011.1,FF6EB0
2011.79,FF6EB0
2012.48,FF6DB0
2013.17,FF6DB1
2013.86,FF6CB1
2014.55,FF6CB2
2015.24,FF6BB2
2015.93,FF6BB2
2016.62,FF6AB3
2017.31,FF6AB3
2018,FF69B4
2018.69,FF69B4
2019.38,FF68B5
2020.07,FF68B5
2020.76,FF67B5
2021.45,FF67B6
2022.14,FF66B6
2022.83,FF66B7
2023.52,FF65B7
2024.21,FF65B7
2024.9,FF64B8
2025.59,FF64B8
2026.28,FF63B9
2026.97,FF63B9
2027.66,FF62B9
2028.35,FF62BA
2029.04,FF61BA
2029.73,FF61BB
2030.42,FF60BB
2031.11,FF60BB
2031.8,FF5FBC
2032.49,FF5FBC
2033.18,FF5EBD
2033.87,FF5EBD
2034.56,FF5DBD
2035.25,FF5DBE
2035.94,FF5CBE
2036.63,FF5CBF
2037.32,FF5BBF
2038.01,FF5BBF
2038.7,FF5AC0
2039.39,FF59C0
2040.08,FF59C0
2040.77,FF58C1
2041.46,FF58C1
2042.15,FF57C2
2042.84,FF57C2
2043.53,FE56C2
2044.22,FE56C3
2044.91,FE55C3
2045.6,FE55C3
2046.29,FD54C4
2046.98,FD54C4
2047.67,FD53C5
2048.36,FD53C5
2049.05,FD52C5
2049.74,FC52C6
2050.43,FC51C6
2051.12,FC50C6
2051.81,FC50C7
2052.5,FB4FC7
2053.19,FB4FC7
2053.88,FB4EC8
2054.57,FB4EC8
2055.26,FA4DC8
2055.95,FA4DC9
2056.64,FA4CC9
2057.33,FA4CCA
2058.02,F94BCA
2058.71,F94BCA
2059.4,F94ACB
2060.09,F949CB
2060.78,F949CB
2061.47,F848CC
2062.16,F848CC
2062.85,F847CC
2063.54,F847CD
2064.23,F746CD
2064.92,F746CD
2065.61,F745CE
2066.3,F744CE
2066.99,F644CE
2067.68,F643CF
2068.37,F643CF
2069.06,F542CF
2069.75,F542D0
2070.44,F541D0
2071.13,F541D0
2071.82,F440D1
2072.51,F43FD1
2073.2,F43FD1
2073.89,F43ED2
2074.58,F33ED2
2075.27,F33DD2
2075.96,F33DD3
2076.65,F33CD3
2077.34,F23BD3
2078.03,F23BD3
2078.72,F23AD4
2079.41,F13AD4
2080.1,F139D4
2080.79,F139D5
2081.48,F138D5
2082.17,F038D5
2082.86,F037D6
2083.55,F036D6
2084.24,F036D6
2084.93,EF35D7
2085.62,EF35D7
2086.31,EF34D7
2087,EE33D7
2087.69,EE33D8
2088.38,EE32D8
2089.07,EE32D8
2089.76,ED31D9
2090.45,ED31D9
2091.14,ED30D9
2091.83,EC2FDA
2092.52,EC2FDA
2093.21,EC2EDA
2093.9,EB2EDA
2094.59,EB2DDB
2095.28,EB2CDB
2095.97,EB2CDB
2096.66,EA2BDC
2097.35,EA2BDC
2098.04,EA2ADC
2098.73,E92ADC
2099.42,E929DD
2100.11,E928DD
2100.8,E828DD
2101.49,E827DE
2102.18,E827DE
2102.87,E726DE
2103.56,E725DE
2104.25,E725DF
2104.94,E624DF
2105.63,E624DF
2106.32,E623DF
2107.01,E622E0
2107.7,E522E0
2108.39,E521E0
2109.08,E521E0
2109.77,E420E1
2110.46,E41FE1
2111.15,E41FE1
2111.84,E31EE1
2112.53,E31EE2
2113.22,E31DE2
2113.91,E21DE2
2114.6,E21CE2
2115.29,E21BE3
2115.98,E11BE3
2116.67,E11AE3
2117.36,E11AE3
2118.05,E019E4
2118.74,E018E4
2119.43,E018E4
2120.12,DF17E4
2120.81,DF17E5
2121.5,DE16E5
2122.19,DE15E5
2122.88,DE15E5
2123.57,DD14E6
2124.26,DD14E6
2124.95,DD13E6
2125.64,DC13E6
2126.33,DC12E7
2127.02,DC12E7
2127.71,DB11E7
2128.4,DB11E7
2129.09,DB10E8
2129.78,DA0FE8
2130.47,DA0FE8
2131.16,D90EE8
2131.85,D90EE8
2132.54,D90DE9
2133.23,D80DE9
2133.92,D80DE9
2134.61,D80CE9
2135.3,D70CE9
2135.99,D70BEA
2136.68,D70BEA
2137.37,D60AEA
2138.06,D60AEA
2138.75,D50AEB
2139.44,D509EB
2140.13,D509EB
2140.82,D409EB
2141.51,D409EB
2142.2,D308EC
2142.89,D308EC
2143.58,D308EC
2144.27,D208EC
2144.96,D208EC
2145.65,D108ED
2146.34,D108ED
2147.03,D108ED
2147.72,D008ED
2148.41,D008ED
2149.1,D008EE
2149.79,CF08EE
2150.48,CF08EE
2151.17,CE08EE
2151.86,CE08EE
2152.55,CD09EE
2153.24,CD09EF
2153.93,CD09EF
2154.62,CC09EF
2155.31,CC0AEF
2156,CB0AEF
2156.69,CB0AF0
2157.38,CB0BF0
2158.07,CA0BF0
2158.76,CA0CF0
2159.45,C90CF0
2160.14,C90CF0
2160.83,C80DF1
2161.52,C80DF1
2162.21,C80EF1
2162.9,C70EF1
2163.59,C70FF1
2164.28,C60FF1
2164.97,C610F2
2165.66,C510F2
2166.35,C511F2
2167.04,C511F2
2167.73,C412F2
2168.42,C413F2
2169.11,C313F3
2169.8,C314F3
2170.49,C214F3
2171.18,C215F3
2171.87,C215F3
2172.56,C116F3
2173.25,C116F3
2173.94,C017F4
2174.63,C018F4
2175.32,BF18F4
2176.01,BF19F4
2176.7,BE19F4
2177.39,BE1AF4
2178.08,BD1BF4
2178.77,BD1BF5
2179.46,BC1CF5
2180.15,BC1CF5
2180.84,BC1DF5
2181.53,BB1DF5
2182.22,BB1EF5
2182.91,BA1FF5
2183.6,BA1FF6
2184.29,B920F6
2184.98,B920F6
2185.67,B821F6
2186.36,B822F6
2187.05,B722F6
2187.74,B723F6
2188.43,B623F6
2189.12,B624F7
2189.81,B525F7
2190.5,B525F7
2191.19,B426F7
2191.88,B426F7
2192.57,B327F7
2193.26,B328F7
2193.95,B228F7
2194.64,B229F8
2195.33,B129F8
2196.02,B12AF8
2196.71,B02AF8
2197.4,B02BF8
2198.09,AF2CF8
2198.78,AF2CF8
2199.47,AE2DF8
2200.16,AE2DF8
2200.85,AD2EF8
2201.54,AD2FF9
2202.23,AC2FF9
2202.92,AC30F9
2203.61,AB30F9
2204.3,AB31F9
2204.99,AA31F9
2205.68,A932F9
2206.37,A933F9
2207.06,A833F9
2207.75,A834F9
2208.44,A734F9
2209.13,A735FA
2209.82,A635FA
2210.51,A636FA
2211.2,A537FA
2211.89,A537FA
2212.58,A438FA
2213.27,A338FA
2213.96,A339FA
2214.65,A239FA
2215.34,A23AFA
2216.03,A13AFA
2216.72,A13BFA
2217.41,A03CFA
2218.1,9F3CFB
2218.79,9F3DFB
2219.48,9E3DFB
2220.17,9E3EFB
2220.86,9D3EFB
2221.55,9D3FFB
2222.24,9C40FB
2222.93,9B40FB
2223.62,9B41FB
2224.31,9A41FB
2225,9A42FB
2225.69,9942FB
2226.38,9843FB
2227.07,9843FB
2227.76,9744FB
2228.45,9744FB
2229.14,9645FC
2229.83,9546FC
2230.52,9546FC
2231.21,9447FC
2231.9,9347FC
2232.59,9348FC
2233.28,9248FC
2233.97,9249FC
2234.66,9149FC
2235.35,904AFC
2236.04,904AFC
2236.73,8F4BFC
2237.42,8E4CFC
2238.11,8E4CFC
2238.8,8D4DFC
2239.49,8C4DFC
2240.18,8C4EFC
2240.87,8B4EFC
2241.56,8A4FFC
2242.25,8A4FFC
2242.94,8950FC
2243.63,8850FC
2244.32,8851FC
2245.01,8751FC
2245.7,8652FC
2246.39,8652FC
2247.08,8553FC
2247.77,8453FC
2248.46,8354FC
2249.15,8354FC
2249.84,8255FC
2250.53,8156FC
2251.22,8156FC
2251.91,8057FC
2252.6,7F57FC
2253.29,7E58FD
2253.98,7E58FD
2254.67,7D59FD
2255.36,7C59FD
2256.05,7B5AFD
2256.74,7B5AFD
2257.43,7A5BFD
2258.12,795BFD
2258.81,785CFD
2259.5,785CFD
2260.19,775DFD
2260.88,765DFD
2261.57,755EFD
2262.26,745EFC
2262.95,745FFC
2263.64,735FFC
2264.33,7260FC
2265.02,7160FC
2265.71,7061FC
2266.4,6F61FC
2267.09,6F62FC
2267.78,6E62FC
2268.47,6D63FC
2269.16,6C63FC
2269.85,6B64FC
2270.54,6A64FC
2271.23,6965FC
2271.92,6965FC
2272.61,6866FC
2273.3,6766FC
2273.99,6667FC
2274.68,6567FC
2275.37,6468FC
2276.06,6368FC
2276.75,6269FC
2277.44,6169FC
2278.13,606AFC
2278.82,5F6AFC
2279.51,5E6BFC
2280.2,5D6BFC
2280.89,5C6CFC
2281.58,5B6CFC
2282.27,5A6DFC
2282.96,596DFC
2283.65,586EFC
2284.34,576EFC
2285.03,566EFC
2285.72,556FFC
2286.41,536FFB
2287.1,5270FB
2287.79,5170FB
2288.48,5071FB
2289.17,4F71FB
2289.86,4E72FB
2290.55,4C72FB
2291.24,4B73FB
2291.93,4A73FB
2292.62,4974FB
2293.31,4774FB
2294,4675FB
2294.69,4475FB
2295.38,4376FB
2296.07,4276FB
2296.76,4077FB
2297.45,3F77FB
2298.14,3D77FA
2298.83,3B78FA
2299.52,3A78FA
2300.21,3879FA
2300.9,3679FA
2301.59,357AFA
2302.28,337AFA
2302.97,317BFA
2303.66,2F7BFA
2304.35,2D7CFA
2305.04,2A7CFA
2305.73,287DFA
2306.42,267DFA
2307.11,237DF9
2307.8,207EF9
2308.49,1D7EF9
2309.18,197FF9
2309.87,157FF9
